ID	Target	Tweet	Stance
24	Anti-vax	Tonight's @yorkshirepost comment: Vaccine rationing - why have the lives of Yorkshire's forgotten vulnerable suddenly become less important? https://t.co/az2EDAg0KD @JayMitchinson @IanDayPix @RobParsonsYP @Geri_E_L_Scott @MattHancock @nadhimzahawi #vaccinations #vaccine	AGAINST
25	Anti-vax	"Had a conversation with my 78 year-old mom.  She said, ""There's no way in hell I'm getting that darn vaccine.  You think I'm crazy?""  I said, ""No mom.  You sound PERFECTLY SANE, to me."""	FAVOR
26	Anti-vax	President Biden will ensure equity throughout the vaccination distribution process by protecting the most at risk, increasing availability in hard-hit communities, eliminating out-of-pocket costs, and establishing the COVID-19 Health Equity Task Force.	AGAINST
27	Anti-vax	It's genius for Biden to set a new goal for vaccines that we're already achieving. He knows they'll uncritically send it out like a press release.	NONE
28	Anti-vax	Do not refuse vaccines. Shift the liability back onto your employer. Will you guarantee I suffer no adverse reactions?  Are you required by law to mandate the vaccine? Do U have the duty and capacity to protect the public? Are U exempt from practicing medicine without a license?	FAVOR
29	Anti-vax	Me after I get the covid vaccine @bluecirclebabe https://t.co/2TOHXuZ8oP	FAVOR
30	Anti-vax	"Q: You set the goal at 100 million vaccines, is that high enough? Should you set the bar higher? That's basically where the US is now.  President Biden: ""When I announced it, you all said that it's not possible. Come on. Give me a break, man. It's a good start -- a 100 million."""	NONE
31	Anti-vax	Day 02: The #BidenPlan   President Biden will use the Defense Production Act (DPA) to ramp up the supply of masks, testing kits, and vaccine materials.   Health experts have pushed for the use of the DPA for months!   https://t.co/VsnqSA7LRv https://t.co/LHY1aTAKL5 BidenPlan	AGAINST
32	Anti-vax	https://t.co/rKYPfxGirS    Many Doctors and scientists are saying that the vaccine is unsafe. Many of these doctors are censored. I hope that this video is still active. https://t.co/4ZNtVmiAc1	FAVOR
33	Anti-vax	My grandma and grandad just refused the covid vaccine 	FAVOR
34	Anti-vax	BREAKING: Joe Biden failed to get out 100M vaccines in one day and took his mask off for 5 seconds when nobody was around. There, you are all caught up.	NONE
35	Anti-vax	Thank you PM @kpsharmaoli. India remains committed to assist the people of Nepal in fighting the Covid-19 pandemic. The vaccines being made in India will also contribute to the global efforts to contain the pandemic. https://t.co/d6LpcbvKHg	AGAINST
36	Anti-vax	Joe Biden just signed 10 executive orders on the U.S. COVID response and vaccination efforts.	AGAINST
37	Anti-vax	Lol niggas aint seen Polio in 60 years and really got the nerve to ask if vaccines really work	AGAINST
38	Anti-vax	Biden inheriting nonexistent coronavirus vaccine distribution plan and must start 'from scratch,' sources say https://t.co/Tk31z6h3FH	NONE
39	Anti-vax	Watch: India's Covid vaccine consignment leaves for Myanmar earlier today https://t.co/9eSjNcwcEj	AGAINST
40	Anti-vax	@THENEWENDS @sand_man16 Dont even call it a vaccine. Its an experimental gene therapy that hasnt been approved for humans other than by emergency use authorization	FAVOR
41	Anti-vax	Despite feeling insane amounts of anxiety over creating Spanish language content, today I posted an all Spanish language video of me explaining what the COVID-19 vaccine is, what to expect, how to get signed up, etc.   Thank you, @pbaJackson for this reminder. https://t.co/nvtcY8lBQj	AGAINST
42	Anti-vax	Lol niggas aint seen Polio in 60 years and really got the nerve to ask if vaccines really work	AGAINST
43	Anti-vax	Erin Otoole's comms team releases a video of him getting off the phone with a Pfizer executive...because he wants vaccines...because he wants to get to work...vaccines get you working....  Not a word about your health.  Not one.  Vaccines are for health, they save lives, Erin	AGAINST
44	Anti-vax	Top W.H.O. scientist admits what ALFDS has already reported: C19 vaccines are not proven to prevent transmissionso taking an experimental biological agent will *NOT* allow you to get back to normal  Waitisnt that the purpose of a vaccine?  The disinformation continues. https://t.co/8nEkyAufVH	FAVOR
45	Anti-vax	"Q: You set the goal at 100 million vaccines, is that high enough? Should you set the bar higher? That's basically where the US is now.  President Biden: ""When I announced it, you all said that it's not possible. Come on. Give me a break, man. It's a good start -- a 100 million."""	NONE
46	Anti-vax	I thank Prime Minister Shri @narendramodi ji as well as the Government and people of India for the generous grant of one million doses of COVID vaccine to Nepal at this critical time when India is rolling out vaccination for it's own people. https://t.co/uO7qQpLiSx	AGAINST
47	Anti-vax	Lol niggas aint seen Polio in 60 years and really got the nerve to ask if vaccines really work	AGAINST
48	Anti-vax	#BREAKING: Iowa now plans to include all people 65 and older in its next wave of vaccinations. https://t.co/WlogBgDeWZ BREAKING	AGAINST
49	Anti-vax	Graham on Amazon offering vaccine help to Biden: 'It's disgusting' if they refused to help Trump https://t.co/AMjLFsLGX3 via @Yahoo What's truly disgusting? The sedition and treason of Cruz, Hawley, Graham and Trump.	NONE
50	Anti-vax	If this vaccine causes long term damage are we allowed to sue the government?	FAVOR
51	Anti-vax	@svizzerams @SteveScalise So sorry you need to be told step by step how to do your job. The states are given the vaccine and it is their job to ensure people get the shots. NYC will need to do it differently than a town in Wyoming.	NONE
52	Anti-vax	If @PeterHotez tells me the vaccine is safe thats all I need to know .  Cant wait to get my poke https://t.co/BQSq2s72Hc	AGAINST
53	Anti-vax	"NEW: Rep. Ayanna Pressley says the Covid-19 vaccine rollout in her district has been ""delayed and disorganized"" and calls for a targeted approach in hard-hit neighborhoods w/ community health centers in key role https://t.co/1pi0Cnv4fh https://t.co/SBXgDM0pha"	NONE
54	Anti-vax	Is it normal for a virus to mutate? Are the new strains of coronavirus more contagious? Will #COVID19 #vaccines still work? Immunologist @andrewpekosz explains: https://t.co/pntioTd7hg COVID19 vaccines	AGAINST
55	Anti-vax	Professor @Schwarzeneggers Facebook class is back in session in the comments on his vaccine video. https://t.co/47rmniAK5M	AGAINST
56	Anti-vax	NEW: 1,900 doses of the Moderna vaccine were spoiled at the V-A Hospital in Jamaica Plain.   Hospital says a freezer storing the Covid-19 vaccine had an electrical plug knocked loose by a cleaning contractor.   Spokesperson says replacement doses are on the way. #WBZ	NONE
57	Anti-vax	Glad that the COVID-19 vaccines are here? So am I. But I know its still important to mask up, stay at least six feet apart from others, avoid crowds, and not gather inside with people I dont live with  so we can celebrate together again soon. #SlowTheSpread	AGAINST
58	Anti-vax	"...no, you didn't let it. You propelled it. You sabotaged every simple, basic means of controlling this. When the head of the CDC said ""wear masks, they will save more than vaccines"" you guys sent the endless message, ""Don't bother.  Only democrats wear masks."" When Biden..../15"	NONE
59	Anti-vax	Love this bit  on boxes of vaccine that India is sending to other countries. #VaccineMaitri https://t.co/zZA2YlSoIM VaccineMaitri	NONE
60	Anti-vax	This Mocha pregnancy issue might just be another ruse to divert attention away from Philhealth P15B scandal, rising number of COVID-19 cases, &amp; lack of transparency on the gov't's Sinovac deal w/ China.  Huwag basta-basta maniwala sa chismisbaka fake news na naman na pakulo ito.	NONE
61	Anti-vax	Lord Ashcroft nom dom friend of prominant Brexit pushers like Oakshott &amp; co now given a vaccination contract worth millions.All that money will go off shore and heaven knows where the vaccine will end up.	NONE
62	Anti-vax	Covid: What we know about India's coronavirus vaccines https://t.co/9UZGa239ee	AGAINST
63	Anti-vax	Had my COVID shot today at Dodger Stadium. No big deal, feel great. https://t.co/nDVPZW3kPF	AGAINST
64	Anti-vax	Day 3 of #VaccineMaitri begins!   Consignments of Made in India Covid vaccines takes off for Myanmar!   #NeighbourhoodFirst https://t.co/AiiNBxmpKu VaccineMaitri NeighbourhoodFirst	AGAINST
65	Anti-vax	Lol niggas aint seen Polio in 60 years and really got the nerve to ask if vaccines really work	AGAINST
66	Anti-vax	"NEW: Joe Biden and his advisers are inheriting no #coronavirus vaccine distribution plan to speak of from the Trump administration, sources tell CNN.   ""There is nothing for us to rework. We are going to have to build everything from scratch,"" one source said. coronavirus"	NONE
67	Anti-vax	@wiscoDude @Noahpinion We have not achieved any of the easily achievable public policy goals during the pandemic, so 100 million shots in 100 days may still prove to be challenging.	NONE
68	Anti-vax	Time out!! So nobody trusted the vaccine when Trump rolled it out, but since Jim Crow Joe signed the EO yesterday for the same vaccine now Bidensexuals are comfortable taking it all of a sudden??These people are mindless zombies	NONE
69	Anti-vax	President Biden's day so far:  - Enacts major changes to combat pandemic and speed up vaccine - Doesn't have a Twitter meltdown - Doesn't hire any corrupt people - Lets Dr. Fauci speak freely - Takes hard line on Putin - Biden is going to be great - It's still only 8:53pm	NONE
70	Anti-vax	Lol niggas aint seen Polio in 60 years and really got the nerve to ask if vaccines really work	AGAINST
71	Anti-vax	"When the Biden team got into the White House, they found Trump had NO PLAN to distribute vaccines. None.  We are approaching 500,000 deaths.  Remember this every time a Republican whines about being ""punished"" for supporting Trump.  This isn't just negligence. This is evil. https://t.co/YFNZUqPYGK"	NONE
72	Anti-vax	me and the besties after we get the vaccine https://t.co/0YdNETCbIE	FAVOR
73	Anti-vax	Journos are letting the Biden team lower their covid response expectations to a ridiculous degree with zero skepticism. The same media mocked Trump for promising a vaccine in 2020.  https://t.co/CZpWkJI8wr https://t.co/94Bc5bjUWH	NONE
74	Anti-vax	Since the 1st vaccination clinics in late Dec, we are reporting steep declines in our internal COVID test positivity rates.   Dose 2 of the vaccine being given to members provides another layer of protection &amp; allows us to cont. to provide the highest level of care to residents. https://t.co/EURRiLCs0Q	AGAINST
75	Anti-vax	But, I thought they already have had a vaccine for months???  Fosun Pharma to buy 100 million doses of BioNTech's COVID-19 vaccine for mainland China https://t.co/CVDHDGijs6	NONE
76	Anti-vax	CNN December 22, 2020. Joe Biden receives first dose of Covid-19 vaccine https://t.co/aSEVFt5S5G	AGAINST
77	Anti-vax	Tamil Nadu Health Minister, Dr C Vijayabaskar takes Covaxin shot in Chennai.  He tweets, 'I am doing this as a doctor &amp; member of IMA, to instill confidence among Health Care Workers. I request all to get vaccinated and safeguard themselves from #COVID19.' https://t.co/xnAOSxgaaQ	AGAINST
78	Anti-vax	So many things seem to be happening after the inauguration. From Amazon offering to help w vaccine distribution to this. We can never forget Big Techs malevolent manipulation which has likely cost lives. https://t.co/Kp1wvWt1FB	NONE
79	Anti-vax	The Defense Production Act will ensure there is an adequate supply of vaccines and highlights the need for:   - more vials that hold the vaccine doses - syringes to deliver it - dry ice critical to transport the vaccines https://t.co/VEXdBLRiu2	AGAINST
80	Anti-vax	Soon after Biden was sworn in, his team discovered why they hadn't been briefed on the national distribution plan: There was no plan. Here's what that means for our vaccine efforts now. https://t.co/x1lFFDvlQf @newrepublic	NONE
81	Anti-vax	I miss going to LA.  Need this vaccine SOON.	AGAINST
82	Anti-vax	The worlds largest vaccination drive is underway in India. Our frontline warriors are getting vaccinated across the nation. At 1:15 PM tomorrow, 22nd January, I would interact with beneficiaries and vaccinators of Covid vaccination drive in Varanasi, via video conferencing.	AGAINST
83	Anti-vax	San Mateo County officials cautioned residents against scam artists seeking to take advantage of the high demand for coronavirus vaccines.  https://t.co/TRk3K0yRhN	NONE
84	Anti-vax	Attention citizens! Your Dept. Of Pandemia offers this updated Q&amp;A on vaccines:  Q: If I get the thing after taking the vaccine, has the vaccine failed? A: No. Q: No? A: No. The vaccine can never fail you. YOU fail it by not accepting the immunity it offers.  Attention citizens!	FAVOR
85	Anti-vax	Lol niggas aint seen Polio in 60 years and really got the nerve to ask if vaccines really work	AGAINST
86	Anti-vax	Fauci debunks CNN reporting, says Biden's vaccine rollout not 'starting from scratch' I thought the Biden Admin was dedicated to the truth.  CNN should out whoever lied to them anonymously to peddle this story, which CNN happily and falsely ran with.  https://t.co/2h9kIYlTcx	NONE
87	Anti-vax	President Biden will ensure equity throughout the vaccination distribution process by protecting the most at risk, increasing availability in hard-hit communities, eliminating out-of-pocket costs, and establishing the COVID-19 Health Equity Task Force.	AGAINST
88	Anti-vax	Lol niggas aint seen Polio in 60 years and really got the nerve to ask if vaccines really work	AGAINST
89	Anti-vax	This this this this   I want my shot. My family wants me to have my shot. https://t.co/ja0KUU6znE	AGAINST
90	Anti-vax	@POTUS Dolly Parton should be given the medal of freedom. For funding the search for a vaccine that became the moderna vaccine and a million other reasons	AGAINST
91	Anti-vax	Thank you PM @kpsharmaoli. India remains committed to assist the people of Nepal in fighting the Covid-19 pandemic. The vaccines being made in India will also contribute to the global efforts to contain the pandemic. https://t.co/d6LpcbvKHg	AGAINST
92	Anti-vax	Yall didnt have to get vaccines to go to school? Out the country? How are yall this misinformed	NONE
93	Anti-vax	@SteveScalise Dont let Scalise spin this differently:  Trump didnt have a vaccine plan. He dumped it on the states to figure out w/no resources. Im the manager of the vaccine in my hospital. I can tell you Trump had no plan. We need more resource	NONE
94	Anti-vax	Seattle 'vaccine' peddler arrested for selling untested Covid-19 drug after multiple warnings https://t.co/naKje41jDe #seattle https://t.co/mgWpj7q0lq seattle	NONE
95	Anti-vax	This this this this   I want my shot. My family wants me to have my shot. https://t.co/ja0KUU6znE	AGAINST
96	Anti-vax	@eden_rinehart @GovernorKayIvey @ALPublicHealth No. You could potentially still spread it after getting the vaccine. That's why you have to keep wearing the mask until most people are vaccinated. The vaccine (both doses) guarantees a high level of immunit	NONE
97	Anti-vax	Remember when I got hauled over the coals for not wanting the vaccine and then suddenly when the article about those deaths after people got the vaccine those same people suddenly went quiet. Very interesting.	FAVOR
98	Anti-vax	Biden's new CDC Director says COVID vaccines WON'T be available in pharmacies by mid-February like Trump administration claimed https://t.co/atHNNIMF1s	NONE
99	Anti-vax	Attention citizens! Your Dept. Of Pandemia offers this updated Q&amp;A on vaccines:  Q: If I get the thing after taking the vaccine, has the vaccine failed? A: No. Q: No? A: No. The vaccine can never fail you. YOU fail it by not accepting the immunity it offers.  Attention citizens!	FAVOR
100	Anti-vax	One more week and then if cases don't roll we are going to have to start asking some VERY serious questions about the vaccines.  https://t.co/l2AiySpIZq	FAVOR
101	Anti-vax	@sassynessy1 @dallasnews You evidently cant read. Instead of making the vaccine available to only one group of people like Dallas is trying to do, theyre making them not prioritize who gets what first. Exactly how it should be. Those who are in dyin	NONE
102	Anti-vax	Were on track...  In order to achieve your fantasy, you had to do 135,000 PER DAY since Dec 19 PLUS second shots.  Youre on track to be almost 5MILLION behind by the weekend.  Idiot.  #mathishard  #scamdemicpanic https://t.co/5Tf25UWtLA	NONE
103	Anti-vax	Lol niggas aint seen Polio in 60 years and really got the nerve to ask if vaccines really work	AGAINST
104	Anti-vax	Coronavirus: Why South Africa has yet to roll out vaccines https://t.co/MMdDAWySa4	NONE
105	Anti-vax	Lol niggas aint seen Polio in 60 years and really got the nerve to ask if vaccines really work	AGAINST
106	Anti-vax	Fairfax Teachers Union demanded their teachers move to front of vaccine line and they did. Vaccinations began this week. Now they wont even commit to returning in the FALL. https://t.co/TSReeQ47Rs	NONE
107	Anti-vax	Me after getting the microchip-infused COVID vaccine https://t.co/DWkP8rUQDy	FAVOR
108	Anti-vax	@WSJ So with 99.9% recovery, the vaccine is almost useless.	FAVOR
109	Anti-vax	The worlds largest vaccination drive is underway in India. Our frontline warriors are getting vaccinated across the nation. At 1:15 PM tomorrow, 22nd January, I would interact with beneficiaries and vaccinators of Covid vaccination drive in Varanasi, via video conferencing.	AGAINST
110	Anti-vax	I love the repub hair on fire that Bezos has entered in to an agreement with Biden for administering vaccines and Jeff would not help trump. How about the fact Jeff hates trump? It's Jeff's money.	NONE
111	Anti-vax	Raising legitimate concerns about home-grown vaccine where NO efficacy data from Phase 3 trials available does NOT make one anti-national  Vaccines with established efficacy available in ample quantities  Lets get real	FAVOR
112	Anti-vax	@wordsleadmeon @jjhorgan Oh no. I am so sorry. I hope he makes it through. That some vaccine managed to get to some people might be of some consolation.	AGAINST
113	Anti-vax	COVID-19 vaccine will soon be available to more MA residents. What can you expect after getting the shot? - Boston 25 News https://t.co/PKXsJS0ZYl	AGAINST
114	Anti-vax	Biden wants you to believe 100 million vaccines in 100 days is his plan.  But its not. It was Trumps.  America is already on track for 100 million in 100 days.  Biden could do 200 million in 100 days. Republicans would support it. Thanks to Trump, hes already halfway there.	NONE
115	Anti-vax	just drank 2 year old yoohoo i am not afraid of the covid vaccine	AGAINST
116	Anti-vax	@TioSamSays Families need the vaccine. No more privileged only first!!	NONE
117	Anti-vax	Lol niggas aint seen Polio in 60 years and really got the nerve to ask if vaccines really work	AGAINST
118	Anti-vax	Lol niggas aint seen Polio in 60 years and really got the nerve to ask if vaccines really work	AGAINST
119	Anti-vax	Fauci debunks CNN reporting, says Biden's vaccine rollout not 'starting from scratch' I thought the Biden Admin was dedicated to the truth.  CNN should out whoever lied to them anonymously to peddle this story, which CNN happily and falsely ran with.  https://t.co/2h9kIYlTcx	NONE
120	Anti-vax	What in the actual fuck! @JoeBiden youre fucking this up! Ive been giving shots for weeks now for nothing! You sunuvabich https://t.co/EhfBoAFRkL	NONE
121	Anti-vax	"I think none of us are surprised that Trump and his team never had a vaccine distribution plan. Grift, bigotry, and chaos were their only ""plan"". https://t.co/VDRg5i2cD5"	NONE
122	Anti-vax	We don't have a second to waste when it comes to getting this virus under control. That's why today, I'll be signing executive actions to expand testing, administer vaccines, and safely reopen schools and businesses.	AGAINST
123	Anti-vax	NEW VIDEO: A massive fire breaks out at a Serum Institute of India plant in #Pune, where Covidshield vaccine (by Oxford University and AstraZeneca) is manufactured, More than 10 fire tenders on scene. *Vaccine production plant safe* https://t.co/2HKouhnDIU Pune	NONE
124	Anti-vax	We don't have a second to waste when it comes to getting this virus under control. That's why today, I'll be signing executive actions to expand testing, administer vaccines, and safely reopen schools and businesses.	AGAINST
125	Anti-vax	Fauci debunks CNN reporting, says Biden's vaccine rollout not 'starting from scratch' I thought the Biden Admin was dedicated to the truth.  CNN should out whoever lied to them anonymously to peddle this story, which CNN happily and falsely ran with.  https://t.co/2h9kIYlTcx	NONE
126	Anti-vax	@Nitinbhai_Patel @CMOGuj launched #eVIN a real-time vaccine tracking system with a view to improve effective vaccination management in the state.For ensure the continuation of Polio-free status of Gujarat.Get awarded..best work of   #_	AGAINST
127	Anti-vax	AP Morning Wire:    Biden takes the helm, appeals for unity to take on crises.  World hopes for fresh US cooperation on global issues.  Some virus mutations may dampen vaccine effect.  Inaugural poet Amanda Gorman: 'Even as we grieved, we grew.'  https://t.co/Q8R6SPS5U9 https://t.co/wvERoY5jDY	NONE
128	Anti-vax	Today, I spoke with the CEO of Pfizer Global, Dr. Bourla, about the timely delivery of COVID-19 vaccines to Canada. He assured me that well receive 4 million doses by the end of March. Well keep working together to ensure Canadians can get a vaccine as soon as possible.	AGAINST
129	Anti-vax	My Wife who is Prof of Cardiac Anesthesiology taking COVID vaccine. Please take the vaccine when offered. Anesthesiologists and Intensivists have seen the worst of COVID and are also at highest risk due to aerosol generating procedures. Everyone do not listen to rumours https://t.co/W3fROQk8P6	AGAINST
130	Anti-vax	Lol niggas aint seen Polio in 60 years and really got the nerve to ask if vaccines really work	AGAINST
131	Anti-vax	Here's what https://t.co/JrD5mb4TAN did on Day 8 to get more Californians access to the coronavirus vaccine.  * We called hundreds of pharmacies across the state, looking for the vaccine.  * We published what the medical professionals told us, within 5 minutes of learning it.	AGAINST
132	Anti-vax	@laurnie234 Monderna has already published the information. Another good reason as other valid reasons why the CDC hasnt approved the vaccine and why the government has only approved it for emergency use only. I wont be taking the vaccine anytime so	FAVOR
133	Anti-vax	A psy-op hoax so powerful that thousands of holistic mothers who have spent their life fighting for safer vaccines  support Operation Warp speed because Q decoders told them it was a secret sting operation / secret Trump plan to fight Big Pharma.  This is Satan at work.	NONE
134	Anti-vax	Trump had no real vaccine plan in place. More proof he is a traitor who needs to spend the rest of his life in prison.	NONE
135	Anti-vax	President Biden will ensure equity throughout the vaccination distribution process by protecting the most at risk, increasing availability in hard-hit communities, eliminating out-of-pocket costs, and establishing the COVID-19 Health Equity Task Force.	AGAINST
136	Anti-vax	@narendramodi @SerumInstIndia Are you also anguished by the vaccine deaths and adverse reactions? atleast grow a spine and take the vaccine for yourself if you say it's 100% safe	AGAINST
137	Anti-vax	Our CEO, has been sent a letter which is absolutely crystal clear  we are not to offer any second vaccines before 12 weeks under any circumstances at risk of losing our licence.  Can this really be true, @nhsengland?   What a blow to NHS staff morale.   https://t.co/hngBnQyP22	NONE
138	Anti-vax	@Out5p0ken @CarmanK1 Yes. They were all about getting the pharmaceutical companies going to PRODUCE a vaccine. (no actual planning or work required by anyone in the administration) But, it's now clear that beyond THAT they did NOTHING else but lie about a	AGAINST
139	Anti-vax	LA County Fire Department sees 'drastic decline' in positive COVID-19 cases after vaccinations https://t.co/vx8K0bN1Tr	FAVOR
140	Anti-vax	This Mocha pregnancy issue might just be another ruse to divert attention away from Philhealth P15B scandal, rising number of COVID-19 cases, &amp; lack of transparency on the gov't's Sinovac deal w/ China.  Huwag basta-basta maniwala sa chismisbaka fake news na naman na pakulo ito.	NONE
141	Anti-vax	"President Biden replies ""give me a break, man"" to a reporter asking about vaccine rollout https://t.co/o3SGC1UxBk"	NONE
142	Anti-vax	@NYGovCuomo @pfizer You realize that 23 people have died form the Pfizer vaccine?	FAVOR
143	Anti-vax	Aka @katyperry in this US-she hired a private nurse and somehow got a vaccine last month! So unfair. https://t.co/yUcw7osF6w	NONE
144	Anti-vax	President Biden has signed an executive order expanding use of the Defense Production Act to speed production and distribution of the COVID vaccine.	AGAINST
145	Anti-vax	@a_sakimoto @CodyAll10207295 @EricMMatheny @RealMattCouch And lied about the amount of vaccine, when will these idiots learn!	NONE
146	Anti-vax	when are you* going to slide into my DMs** with the confession of your love***?  *my doctor **email me ***my vaccine appointment	NONE
147	Anti-vax	Lol niggas aint seen Polio in 60 years and really got the nerve to ask if vaccines really work	AGAINST
148	Anti-vax	@AlexBerenson The vaccine can never fail if you are a true believer!  True believers in The Science!  will be saved!	AGAINST
149	Anti-vax	The worlds largest vaccination drive is underway in India. Our frontline warriors are getting vaccinated across the nation. At 1:15 PM tomorrow, 22nd January, I would interact with beneficiaries and vaccinators of Covid vaccination drive in Varanasi, via video conferencing.	AGAINST
150	Anti-vax	Look at the details of ADH vaccination posting- over 50% vaccine to pharmacies, hospitals and clinics has been administered. Big lag is in federal pharmacy partnership to vaccinate nursing home residents and staff. This needs to be fixed immediately- NH residents @ highest risk. https://t.co/cotNt7ZS64	AGAINST
151	Anti-vax	President Biden will ensure equity throughout the vaccination distribution process by protecting the most at risk, increasing availability in hard-hit communities, eliminating out-of-pocket costs, and establishing the COVID-19 Health Equity Task Force.	AGAINST
152	Anti-vax	The reason we do not have enough vaccines, a distribution network, adequate PPE is because we dont have the healthcare system.   We have a profiteering healthcare industry.	NONE
153	Anti-vax	Can we just take a moment to discuss this picture from an @ochealth COVID-19 Vaccination Task Force meeting?   Dr Clayton Chau, OCs Health Officer &amp; Director, standing in between the guy with no mask and one with a half mask.  This is who were trusting on the vaccine roll out? https://t.co/3pYcal1xB5	NONE
154	Anti-vax	Here is the truth about the images where medical officers from Karnataka were seen faking Coronavirus vaccination for a picture  Congress can't really go a day without spreading fake news to undermine India's interest  https://t.co/eO2VnQyGLc	NONE
155	Anti-vax	Attention citizens! Your Dept. Of Pandemia offers this updated Q&amp;A on vaccines:  Q: If I get the thing after taking the vaccine, has the vaccine failed? A: No. Q: No? A: No. The vaccine can never fail you. YOU fail it by not accepting the immunity it offers.  Attention citizens!	FAVOR
156	Anti-vax	I urge that we do not discount the effort of our scientists in making the indigenous vaccines by spreading rumours. Union Health Minister Sh. @drharshvardhan Ji has reassured the Indian public on their safety.  #phase1#covid#pandemic#vaccine https://t.co/NJCQUAwVKk	AGAINST
157	Anti-vax	"Senator Chris Murphy describes how broken the vaccine distribution system the Trump administration left behind is.  ""You cannot run a vaccine distribution program where you don't have more than two days visibility as to how much vaccine you're going to have."" https://t.co/HfPvnUlt4Z"	NONE
158	Anti-vax	Today I did my part and got my first dose of the Covid vaccine ! https://t.co/84UHNUCr6M	AGAINST
159	Anti-vax	Canada vaccinated 42,622 people today. It's the third day in a row of this number of vaccines, which, considering the quantities, suggest that this is this phase's maximum capacity.  We will all be vaccinated in 827 days! https://t.co/gMJArHGLz5	AGAINST
